id,title
0,26
1,26
2,34
3,30
4,29
5,26
6,32
7,30
8,27
9,30
10,35
11,26
12,35
13,29
14,25
15,24
16,28
17,24
18,27
19,33
20,29
21,27
22,27
23,28
24,22
25,26
26,34
27,28
28,29
29,34
30,23
31,26
32,32
33,32
34,29
35,24
36,36
37,38
38,30
39,27
40,35
41,28
42,28
43,26
44,30
45,28
46,31
47,30
48,33
49,29
50,23
51,24
52,28
53,31
54,26
55,29
56,25
57,32
58,22
59,24
60,27
61,23
62,25
63,32
64,29
65,30
66,24
67,34
68,29
69,31
70,27
71,30
72,30
73,31
74,31
75,29
76,33
77,30
78,35
79,22
80,27
81,27
82,22
83,25
84,36
85,35
86,28
87,24
88,33
89,24
90,27
91,28
92,32
93,26
94,32
95,34
96,27
97,27
98,28
99,24
100,24
101,23
102,27
103,31
104,23
105,33
106,31
107,33
108,22
109,25
110,32
111,24
112,36
113,29
114,27
115,29
116,31
117,26
118,30
119,24
120,32
121,31
122,29
123,24
124,31
125,32
126,32
127,23
128,23
129,28
130,24
131,23
132,35
133,32
134,29
135,25
136,33
137,24
138,33
139,26
140,32
141,31
142,36
143,30
144,31
145,28
146,30
147,31
148,24
149,33
150,31
151,30
152,26
153,32
154,34
155,34
156,27
157,29
158,28
159,33
160,29
161,29
162,31
163,24
164,33
165,30
166,30
167,25
168,33
169,35
170,26
171,32
172,29
173,26
174,23
175,32
176,34
177,33
178,28
179,27
180,27
181,28
182,24
183,28
184,29
185,28
186,25
187,27
188,33
189,33
190,33
191,26
192,30
193,31
194,33
195,34
196,29
197,24
198,30
199,27
200,30
201,33
202,26
203,33
204,28
205,35
206,25
207,23
208,27
209,31
210,20
211,25
212,34
213,35
214,28
215,23
216,33
217,32
218,24
219,25
220,26
221,27
222,34
223,27
224,27
225,24
226,28
227,22
228,23
229,26
230,32
231,31
232,30
233,25
234,22
235,32
236,26
237,29
238,28
239,30
240,24
241,29
242,31
243,22
244,34
245,27
246,24
247,31
248,33
249,29
250,29
251,20
252,31
253,28
254,21
255,27
256,31
257,24
258,24
259,22
260,21
261,24
262,25
263,21
264,29
265,25
266,31
267,26
268,30
269,23
270,25
271,30
272,24
273,23
274,23
275,27
276,30
277,35
278,24
279,28
280,21
281,34
282,24
283,26
284,28
285,35
286,29
287,30
288,32
289,23
290,26
291,30
292,25
293,27
294,29
295,22
296,25
297,21
298,26
299,34
300,18
301,28
302,26
303,29
304,28
305,28
306,24
307,27
308,28
309,29
310,33
311,33
312,30
313,27
314,25
315,28
316,26
317,29
318,30
319,26
320,33
321,27
322,31
323,23
324,30
325,35
326,26
327,24
328,26
329,27
330,29
331,34
332,21
333,30
334,25
335,24
336,29
337,33
338,30
339,28
340,27
341,28
342,31
343,26
344,25
345,25
346,25
347,27
348,26
349,24
350,29
351,33
352,28
353,29
354,32
355,21
356,34
357,30
358,18
359,26
360,30
361,31
362,29
363,37
364,26
365,27
366,29
367,29
368,30
369,26
370,30
371,27
372,36
373,19
374,31
375,35
376,28
377,29
378,28
379,29
380,30
381,25
382,36
383,33
384,31
385,27
386,34
387,31
388,31
389,31
390,29
391,31
392,23
393,28
394,32
395,21
396,33
397,28
398,21
399,32
400,31
401,32
402,30
403,25
404,27
405,28
406,28
407,34
408,34
409,29
410,30
411,34
412,32
413,29
414,30
415,28
416,27
417,31
418,25
419,32
420,30
421,21
422,37
423,28
424,26
425,28
426,28
427,24
428,34
429,32
430,27
431,26
432,30
433,31
434,32
435,26
436,24
437,28
438,25
439,25
440,37
441,29
442,24
443,29
444,21
445,32
446,33
447,35
448,23
449,34
450,28
451,31
452,24
453,33
454,32
455,24
456,26
457,25
458,34
459,31
460,35
461,28
462,26
463,27
464,30
465,23
466,27
467,27
468,31
469,21
470,31
471,33
472,31
473,27
474,33
475,32
476,34
477,32
478,24
479,25
480,28
481,23
482,29
483,29
484,28
485,31
486,30
487,34
488,24
489,34
490,26
491,32
492,33
493,34
494,27
495,21
496,31
497,33
498,27
499,28
500,22
501,29
502,27
503,35
504,30
505,23
506,30
507,25
508,30
509,29
510,33
511,27
512,30
513,33
514,29
515,36
516,29
517,28
518,27
519,31
520,29
521,32
522,34
523,35
524,29
525,28
526,31
527,32
528,29
529,35
530,30
531,26
532,26
533,30
534,25
535,32
536,32
537,37
538,33
539,23
540,28
541,31
542,33
543,29
544,28
545,22
546,28
547,19
548,25
549,34
550,31
551,28
552,22
553,29
554,22
555,28
556,32
557,25
558,33
559,33
560,30
561,34
562,35
563,26
564,34
565,25
566,35
567,29
568,31
569,26
570,24
571,28
572,25
573,31
574,29
575,24
576,39
577,24
578,26
579,30
580,30
581,24
582,32
583,34
584,29
585,22
586,25
587,27
588,22
589,31
590,24
591,25
592,27
593,25
594,33
595,32
596,29
597,23
598,24
599,24
600,27
601,30
602,27
603,28
604,32
605,28
606,30
607,29
608,29
609,30
610,23
611,24
612,22
613,25
614,28
615,31
616,28
617,25
618,32
619,29
620,25
621,28
622,21
623,32
624,29
625,28
626,28
627,30
628,34
629,27
630,25
631,23
632,32
633,32
634,27
635,25
636,25
637,28
638,25
639,32
640,31
641,25
642,29
643,25
644,31
645,35
646,31
647,32
648,20
649,29
650,29
651,26
652,30
653,23
654,26
655,28
656,26
657,29
658,31
659,25
660,35
661,29
662,31
663,34
664,22
665,34
666,30
667,36
668,40
669,28
670,30
671,26
672,30
673,32
674,32
675,27
676,29
677,34
678,35
679,32
680,27
681,30
682,29
683,28
684,30
685,29
686,27
687,20
688,30
689,26
690,32
691,30
692,33
693,36
694,26
695,28
696,30
697,33
698,34
699,36
700,29
701,31
702,26
703,18
704,29
705,29
706,33
707,25
708,23
709,29
710,33
711,33
712,29
713,25
714,38
715,27
716,36
717,31
718,33
719,32
720,33
721,22
722,29
723,24
724,30
725,28
726,27
727,28
728,24
729,32
730,24
731,27
732,28
733,24
734,27
735,23
736,29
737,29
738,23
739,27
740,32
741,29
742,22
743,27
744,28
745,36
746,29
747,28
748,24
749,30
750,33
751,32
752,31
753,31
754,33
755,23
756,31
757,26
758,38
759,26
760,30
761,35
762,36
763,23
764,32
765,23
766,25
767,24
768,33
769,29
770,26
771,27
772,21
773,27
774,25
775,28
776,25
777,21
778,26
779,33
780,33
781,31
782,35
783,35
784,30
785,28
786,23
787,28
788,24
789,22
790,28
791,21
792,27
793,24
794,21
795,33
796,27
797,23
798,25
799,23
800,30
801,28
802,26
803,32
804,32
805,28
806,37
807,25
808,28
809,36
810,28
811,35
812,25
813,32
814,32
815,29
816,23
817,29
