id,title
1083,P. Estupiñán
1084,J. Foyth
1085,S. Chukwueze
1086,B. Dia
1087,Dani Raba
1088,21 J. Harper
1089,Raúl Albiol
1090,Yeremy Pino
1091,19 A. Afif
1092,Migue
1093,Pablo Iñiguez
1094,R. Guerra
1095,Lanchi
1096,N. Iosifov
1097,De La Fuente
1098,19 D. Bonera
1099,20 Carlos Blanco
1100,19 Roger Riera
1101,Sergio Asenjo
1102,Martín
1103,G. Rulli
1104,20 M. Barbosa
1105,F. Jörgensen
1106,T. Partey
1107,M. Ødegaard
1108,K. Tierney
1109,16 Mikel Arteta
1110,P. Aubameyang
1111,A. Lacazette
1112,B. Saka
1113,21 David Luiz
1114,Cédric
1115,N. Pépé
1116,A. Maitland-Niles
1117,S. Kolašinac
1118,Willian
1119,G. Xhaka
1120,M. Elneny
1121,A. Sambi Lokonga
1122,C. Chambers
1123,Gabriel Martinelli
1124,Nuno Tavares
1125,E. Smith Rowe
1126,T. Tomiyasu
1127,E. Nketiah
1128,Gabriel
1129,R. Holding
1130,J. Olayinka
1131,B. White
1132,C. Patino
1133,T. Akinola
1134,C. Cîrjan
1135,Pablo Marí
1136,18 P. Mertesacker
1137,21 B. Cottrell
1138,J. Ideho
1139,Joel López
1140,Z. Monlouis
1141,B. Leno
1142,A. Ramsdale
1143,19 P. Čech
1144,21 D. Iliev
1145,A. Okonkwo
1146,21 K. Hein
1147,L. Stindl
1148,A. Plea
1149,R. Bensebaini
1150,D. Zakaria
1151,F. Neuhaus
1152,J. Hofmann
1153,S. Lainer
1154,B. Embolo
1155,M. Thuram
1156,20 F. Johnson
1157,M. Ginter
1158,20 Raffael
1159,L. Bénes
1160,P. Herrmann
1161,H. Wolf
1162,C. Kramer
1163,21 I. Traoré
1164,K. Koné
1165,N. Elvedi
1166,T. Jantschke
1167,S. Christiansen
1168,L. Netz
1169,J. Beyer
1170,16 M. Stranzl
1171,M. Schroers
1172,K. Kurt
1173,K. Bennetts
1174,J. Scally
1175,J. Italiano
1176,Famana Quizera
1177,L. Skraback
1178,C. Noß
1179,21 J. Villalba
1180,T. Müsel
1181,M. Doucouré
1182,J. Bongard
1183,Y. Sommer
1184,T. Sippel
1185,21 M. Grün
1186,J. Olschowsky
1187,J. Ward-Prowse
1188,R. Perraud
1189,S. Armstrong
1190,M. Elyounoussi
1191,A. Armstrong
1192,C. Adams
1193,T. Walcott
1194,M. Djenepo
1195,S. Long
1196,Y. Valery
1197,I. Diallo
1198,K. Walker-Peters
1199,Oriol Romeu
1200,N. Redmond
1201,W. Smallbone
1202,J. Stephens
1203,S. McQueen
1204,T. Livramento
1205,M. Salisu
1206,C. Watts
1207,N. Tella
1208,Lyanco
1209,J. Bednarek
1210,R. Finnigan
1211,K. Chauke
1212,T. Small
1213,O. Olufunwa
1214,D. Simeu
1215,A. Tchaptchet
1216,A. McCarthy
1217,F. Forster
1218,18 S. Taylor
1219,H. Lewis
1220,G. Bonaventura
1221,L. Torreira
1222,E. Pulgar
1223,S. Amrabat
1224,C. Biraghi
1225,A. Duncan
1226,G. Castrovilli
1227,José Callejón
1228,Odriozola
1229,M. Benassi
1230,L. Martínez Quarta
1231,A. Kokorin
1232,21 Borja Valero
1233,Y. Maleh
1234,N. González
1235,R. Saponara
1236,D. Vlahović
1237,21 C. Théréau
1238,M. Nastasić
1239,20 Pedro
1240,N. Milenković
1241,R. Sottil
1242,18 D. Astori
1243,L. Venuti
1244,Tòfol Montiel
1245,A. Terzić
1246,L. Munteanu
1247,Igor
1248,M. Meli
1249,P. Pinto
1250,B. Drągowski
1251,P. Terracciano
1252,A. Rosati
1253,21 F. Brancolini
1254,J. Kucka
1255,O. Tufan
1256,O. Etebo
1257,M. Sissoko
1258,D. Rose
1259,Kiko Femenía
1260,T. Cleverley
1261,D. Gosling
1262,K. Sema
1263,J. King
1264,J. Hernández
1265,I. Louza
1266,E. Dennis
1267,I. Sarr
1268,21 C. Sánchez
1269,A. Masina
1270,Marc Navarro
1271,C. Kabasele
1272,19 Y. Kaboul
1273,21 J. Sinclair
1274,S. Perica
1275,A. Fletcher
1276,J. Ngakia
1277,C. Cathcart
1278,19 M. Britos
1279,K. Baah
1280,W. Troost-Ekong
1281,R. Cassidy
1282,18 D. Lewis
1283,F. Sierralta
1284,20 K. Hinds
1285,D. Touré
1286,M. Pochettino
