id,title
0,82kg
1,75kg
2,76kg
3,81kg
4,66kg
5,77kg
6,80kg
7,69kg
8,79kg
9,74kg
10,90kg
11,89kg
12,68kg
13,99kg
14,83kg
15,67kg
16,71kg
17,93kg
18,84kg
19,87kg
20,73kg
21,70kg
22,78kg
23,72kg
24,88kg
25,59kg
26,64kg
27,85kg
28,86kg
29,60kg
30,65kg
31,94kg
32,62kg
33,58kg
34,63kg
35,96kg
36,91kg
37,95kg
38,92kg
39,57kg
40,101kg
41,56kg
42,98kg
43,61kg
44,97kg
